,date,open,high,low,close,volume,month
422,2020-10-20,137.67,137.8,134.89,135.21,1353879.0,10
423,2020-10-21,137.93,138.12,135.27,135.86,1681879.0,10
424,2020-10-22,136.06,136.43,133.32,134.89,1514326.0,10
425,2020-10-23,135.51,137.75,134.3601,137.18,1439669.0,10
426,2020-10-26,135.19,136.1,132.71,134.89,2856133.0,10
427,2020-10-27,136.38,136.57,131.65,133.23,2530490.0,10
428,2020-10-28,130.065,130.91,126.8,129.77,3015698.0,10
429,2020-10-29,128.7858,137.5142,128.7858,136.17,2721746.0,10
430,2020-10-30,133.52,135.79,132.98,135.12,2286285.0,10
431,2020-11-02,137.09,138.335,136.015,137.31,1903499.0,11
432,2020-11-03,137.65,141.49,137.0,138.88,1747443.0,11
433,2020-11-04,141.05,141.49,136.7,139.38,2354748.0,11
434,2020-11-05,142.0,145.24,141.08,144.38,2242444.0,11
435,2020-11-06,144.28,147.47,143.615,146.72,2748176.0,11
436,2020-11-09,149.74,152.48,144.55,144.86,3523968.0,11
437,2020-11-10,142.78,144.49,139.94,140.24,2172299.0,11
438,2020-11-11,143.31,145.94,142.7,145.07,1659792.0,11
439,2020-11-12,146.0,146.59,143.63,144.3,1431866.0,11
440,2020-11-13,146.01,147.58,145.66,146.49,1084984.0,11
441,2020-11-16,149.39,151.22,148.3,149.99,1888311.0,11
442,2020-11-17,150.75,151.55,147.92,149.39,1798108.0,11
443,2020-11-18,149.49,150.61,147.82,148.15,1218392.0,11
444,2020-11-19,148.0,151.83,147.07,151.35,1765687.0,11
445,2020-11-20,151.93,153.03,150.55,150.57,1533167.0,11
446,2020-11-23,152.52,156.35,151.28,155.91,2137117.0,11
447,2020-11-24,158.37,158.62,154.74,158.47,2314069.0,11
448,2020-11-25,159.0,159.28,156.655,157.67,1700284.0,11
449,2020-11-27,158.45,161.84,158.17,158.94,1038581.0,11
450,2020-11-30,159.0,160.92,156.85,158.42,2267996.0,11
451,2020-12-01,160.4,161.77,158.65,159.08,1932934.0,12
452,2020-12-02,159.09,160.83,157.47,160.54,1144955.0,12
453,2020-12-03,161.1131,162.15,158.75,158.79,1576760.0,12
454,2020-12-04,159.62,164.17,159.09,163.99,2248990.0,12
455,2020-12-07,165.61,167.27,164.3,165.09,2213450.0,12
456,2020-12-08,164.92,167.11,163.81,166.37,1329330.0,12
457,2020-12-09,163.96,164.91,155.885,157.32,3678858.0,12
458,2020-12-10,156.5,160.36,156.5,158.27,3002427.0,12
459,2020-12-11,157.5,158.7,154.57,157.1,1442657.0,12
460,2020-12-14,159.67,159.74,155.52,158.46,2075264.0,12
461,2020-12-15,157.26,160.69,156.05,160.06,2499500.0,12
462,2020-12-16,161.14,161.2,156.61,157.28,2195242.0,12
463,2020-12-17,158.48,158.8,156.36,158.06,1686710.0,12
464,2020-12-18,158.07,158.92,154.68,155.51,4232008.0,12
465,2020-12-21,153.18,157.25,152.93,157.03,1529461.0,12
466,2020-12-22,157.13,159.6,155.76,156.38,1489891.0,12
467,2020-12-23,157.94,158.63,156.81,156.86,1571319.0,12
468,2020-12-24,157.72,157.93,156.515,157.33,480480.0,12
469,2020-12-28,159.5,161.8,157.91,158.17,1063626.0,12
470,2020-12-29,158.8,159.525,154.75,155.91,1043352.0,12
471,2020-12-30,157.5,159.74,156.71,159.39,888929.0,12
472,2020-12-31,159.86,160.23,158.61,159.01,839304.0,12
473,2021-01-04,160.33,165.84,158.615,162.04,2931612.0,1
474,2021-01-05,161.53,165.965,161.12,165.67,1980562.0,1
475,2021-01-06,164.61,171.8,164.61,168.72,2686489.0,1
476,2021-01-07,172.09,176.5,171.93,174.99,2485549.0,1
477,2021-01-08,181.375,182.55,171.5,175.03,2827979.0,1
478,2021-01-11,174.39,176.46,171.93,173.21,3001045.0,1
479,2021-01-12,174.29,179.0,173.23,176.08,3112116.0,1
480,2021-01-13,177.99,177.99,176.18,177.42,1750309.0,1
481,2021-01-14,178.62,181.09,178.62,180.0,2617678.0,1
482,2021-01-15,179.64,179.84,168.451,172.22,3598873.0,1
483,2021-01-19,177.31,178.5,174.54,175.0,2522440.0,1
484,2021-01-20,178.86,180.305,173.71,174.49,2590775.0,1
485,2021-01-21,176.64,176.75,171.73,173.62,2187707.0,1
486,2021-01-22,172.57,175.17,171.915,172.3,1974237.0,1
487,2021-01-25,176.69,176.75,171.03,174.42,2006144.0,1
488,2021-01-26,174.42,174.46,168.66,168.75,2231333.0,1
489,2021-01-27,162.72,164.43,156.02,160.56,3714458.0,1
490,2021-01-28,166.525,166.8,162.38,164.33,2484770.0,1
491,2021-01-29,164.15,167.545,159.805,160.47,3535396.0,1
492,2021-02-01,166.44,172.44,166.0951,171.53,4953011.0,2
493,2021-02-02,180.0,183.0,170.7,177.21,6621774.0,2
494,2021-02-03,179.99,181.74,173.11,174.1,3272585.0,2
495,2021-02-04,175.89,181.45,175.15,181.45,2703071.0,2
496,2021-02-05,182.95,184.13,181.06,181.99,3031417.0,2
497,2021-02-08,184.7,188.15,184.0,188.12,2333011.0,2
498,2021-02-09,187.35,188.4,184.47,188.04,1702813.0,2
499,2021-02-10,191.61,191.925,183.39,187.9,2839843.0,2
500,2021-02-11,188.4,194.7566,188.4,194.0,2611688.0,2
501,2021-02-12,193.17,195.89,190.856,194.39,1671733.0,2
502,2021-02-16,199.46,200.19,193.685,195.43,2177964.0,2
503,2021-02-17,192.575,194.9394,187.91,189.69,2395727.0,2
504,2021-02-18,187.5,188.95,183.05,185.88,2774932.0,2
505,2021-02-19,189.41,192.755,188.49,191.59,2193910.0,2
506,2021-02-22,190.8,192.4,184.97,185.61,2407842.0,2
507,2021-02-23,183.87,183.87,175.33,181.08,5191278.0,2
508,2021-02-24,178.0,186.82,176.93,186.21,3161739.0,2
509,2021-02-25,186.51,188.0,178.05,178.52,3366284.0,2
510,2021-02-26,182.04,184.17,177.1248,182.55,2929054.0,2
511,2021-03-01,186.52,187.9,183.32,187.3,4355404.0,3
512,2021-03-02,189.0,189.76,182.06,182.27,2770941.0,3
513,2021-03-03,182.6,184.17,175.53,175.99,2418931.0,3
514,2021-03-04,173.59,176.6766,164.19,167.28,3754462.0,3
515,2021-03-05,174.2284,182.06,166.04,180.9,5076480.0,3
516,2021-03-08,178.82,183.58,170.15,171.0,3168847.0,3
517,2021-03-09,176.13,185.24,175.0,183.82,3687954.0,3
518,2021-03-10,186.04,187.35,180.23,180.43,2240150.0,3
519,2021-03-11,186.69,189.4894,185.03,188.5,3206896.0,3
520,2021-03-12,184.89,186.66,181.79,183.47,2077994.0,3
521,2021-03-15,196.8041,200.0,194.21,199.91,12106497.0,3
522,2021-03-16,201.1,206.21,200.64,202.78,6890131.0,3
523,2021-03-17,199.5616,209.59,199.0,208.34,7321590.0,3
524,2021-03-18,204.15,208.25,197.69,198.59,8299011.0,3
525,2021-03-19,196.35,204.53,193.22,202.04,53102151.0,3
526,2021-03-22,203.11,206.12,196.65,200.4,5876913.0,3
527,2021-03-23,200.11,200.23,189.79,191.62,4748174.0,3
528,2021-03-24,193.2534,194.51,187.25,187.28,2892968.0,3
529,2021-03-25,182.66,192.0,182.28,191.31,3512554.0,3
530,2021-03-26,190.79,199.43,189.07,199.0,3096230.0,3
531,2021-03-29,196.91,197.66,191.88,194.14,2707334.0,3
532,2021-03-30,192.39,198.81,192.2701,197.77,2324541.0,3
533,2021-03-31,200.02,203.2,198.0,201.34,2854055.0,3
534,2021-04-01,205.2684,208.31,204.1406,208.08,2662814.0,4
535,2021-04-05,211.34,216.43,209.63,214.7,2663653.0,4
536,2021-04-06,212.61,214.7,208.66,212.91,2177545.0,4
537,2021-04-07,211.9,213.39,210.26,212.14,1522760.0,4
538,2021-04-08,209.0,210.67,207.09,209.21,3177343.0,4
539,2021-04-09,207.45,209.515,206.04,209.19,1878028.0,4
540,2021-04-12,207.98,208.22,204.87,207.94,1686526.0,4
541,2021-04-13,207.32,207.79,200.72,202.0,3033617.0,4
542,2021-04-14,201.1968,203.33,198.59,199.89,2879118.0,4
543,2021-04-15,202.76,202.76,198.53,201.77,1858183.0,4
544,2021-04-16,201.19,202.08,199.0109,199.38,2187730.0,4
545,2021-04-19,199.37,199.555,191.99,194.76,2686010.0,4
546,2021-04-20,193.86,196.59,192.355,193.86,3197858.0,4
547,2021-04-21,194.16,201.345,192.46,201.13,2747806.0,4
548,2021-04-22,201.24,202.07,195.88,196.25,2380142.0,4
549,2021-04-23,198.09,202.77,197.94,201.56,3211226.0,4
550,2021-04-26,202.4,206.72,202.1,205.02,3238934.0,4
551,2021-04-27,207.78,209.19,202.46,203.4,2790727.0,4
552,2021-04-28,203.89,203.89,198.35,198.65,2191533.0,4
553,2021-04-29,201.2,201.655,196.4,200.76,1982458.0,4
554,2021-04-30,197.27,198.33,191.05,192.51,3704579.0,4
555,2021-05-03,194.75,195.94,190.47,191.84,2245296.0,5
556,2021-05-04,188.5,191.75,185.2,191.09,4444270.0,5
557,2021-05-05,192.02,192.73,188.47,190.41,4243267.0,5
558,2021-05-06,189.42,192.62,186.26,192.52,2785646.0,5
559,2021-05-07,195.0,198.5,193.33,197.92,3321426.0,5
560,2021-05-10,195.3,196.41,188.91,189.03,2850684.0,5
561,2021-05-11,183.42,192.825,182.59,192.54,3037617.0,5
562,2021-05-12,187.79,189.99,181.72,182.78,3820518.0,5
563,2021-05-13,184.85,189.13,184.69,186.44,2586306.0,5
564,2021-05-14,188.8,194.95,188.155,192.27,2953904.0,5
565,2021-05-17,190.26,191.47,187.24,191.18,2244611.0,5
566,2021-05-18,193.07,195.35,191.175,191.25,2288571.0,5
567,2021-05-19,187.16,195.81,186.12,194.94,2749191.0,5
568,2021-05-20,195.59,200.62,195.59,199.67,2641454.0,5
569,2021-05-21,201.13,202.32,199.18,199.84,2237229.0,5
570,2021-05-24,200.7404,205.7,200.7404,204.38,2078638.0,5
571,2021-05-25,206.0,206.635,204.13,204.76,1916588.0,5
572,2021-05-26,204.69,207.86,204.02,206.14,1983290.0,5
573,2021-05-27,206.51,210.41,205.0,210.22,3503847.0,5
574,2021-05-28,210.5,213.29,209.7,211.42,2239041.0,5
575,2021-06-01,212.85,214.3,207.65,207.91,2264873.0,6
576,2021-06-02,207.12,208.56,205.49,207.85,1764834.0,6
577,2021-06-03,205.59,205.77,200.63,200.75,3895075.0,6
578,2021-06-04,201.35,203.25,200.67,202.0,3485632.0,6
579,2021-06-07,202.0,202.0,199.72,201.15,2587813.0,6
580,2021-06-08,203.08,203.08,197.5,198.25,3322628.0,6
581,2021-06-09,198.71,199.6,196.52,197.38,1939020.0,6
582,2021-06-10,198.0,202.66,197.7,201.05,2371541.0,6
583,2021-06-11,201.01,202.4139,199.43,201.13,1811078.0,6
584,2021-06-14,201.55,204.47,199.08,203.57,2099760.0,6
585,2021-06-15,202.79,204.9645,201.86,202.99,2071361.0,6
586,2021-06-16,204.0,204.44,197.41,200.26,2017800.0,6
587,2021-06-17,199.77,201.18,195.29,198.43,1781262.0,6
588,2021-06-18,195.62,197.02,192.71,193.1,4796644.0,6
589,2021-06-21,194.35,198.68,193.492,198.46,2312304.0,6
590,2021-06-22,197.71,198.71,195.72,197.4,1645993.0,6
591,2021-06-23,196.0941,199.87,195.9363,199.15,1672159.0,6
592,2021-06-24,200.99,205.11,200.39,203.83,2570373.0,6
593,2021-06-25,204.47,206.4,202.44,204.17,13139833.0,6
594,2021-06-28,205.85,206.77,203.46,206.18,1931315.0,6
595,2021-06-29,205.68,207.95,204.91,207.7,1802303.0,6
596,2021-06-30,207.58,207.67,203.63,205.72,2168235.0,6
597,2021-07-01,205.54,205.71,201.27,201.86,1551643.0,7
598,2021-07-02,203.19,203.94,200.94,202.73,1197251.0,7
599,2021-07-06,202.73,203.92,199.85,201.74,2135924.0,7
600,2021-07-07,203.0,203.47,197.785,198.35,2079248.0,7
601,2021-07-08,194.22,197.13,191.75,195.99,1930507.0,7
602,2021-07-09,196.1,201.25,194.805,200.35,1384639.0,7
603,2021-07-12,202.4,204.49,200.72,204.41,2090411.0,7
604,2021-07-13,203.71,204.83,202.885,204.0,1708456.0,7
605,2021-07-14,206.56,208.75,202.56,203.55,1612932.0,7
606,2021-07-15,197.25,199.565,192.81,194.41,3958025.0,7
607,2021-07-16,195.39,197.27,189.54,190.11,2342466.0,7
608,2021-07-19,187.56,189.37,184.92,188.62,2592730.0,7
609,2021-07-20,189.09,195.02,187.84,193.31,1797142.0,7
610,2021-07-21,193.0,198.68,193.0,198.62,1890946.0,7
611,2021-07-22,196.84,196.84,192.25,194.31,1926367.0,7
612,2021-07-23,195.69,196.94,193.79,196.35,1933382.0,7
613,2021-07-26,196.0,198.72,195.73,198.16,1535792.0,7
614,2021-07-27,196.53,197.0,190.65,194.25,2024750.0,7
615,2021-07-28,195.16,200.1,195.16,198.58,1752904.0,7
616,2021-07-29,201.765,204.825,201.02,204.27,1671267.0,7
617,2021-07-30,202.34,206.67,202.02,206.39,1635734.0,7
618,2021-08-02,210.195,215.89,208.56,208.98,3383940.0,8
619,2021-08-03,210.1,210.99,203.04,210.53,2082363.0,8
620,2021-08-04,211.13,214.34,209.64,212.43,1818050.0,8
621,2021-08-05,213.32,214.88,211.11,212.9,1778006.0,8
622,2021-08-06,211.69,214.32,211.69,213.75,1259830.0,8
623,2021-08-09,215.12,218.16,212.92,217.11,2147325.0,8
624,2021-08-10,216.71,218.03,214.19,217.26,1564729.0,8
625,2021-08-11,217.67,218.84,214.01,218.42,1475465.0,8
626,2021-08-12,216.45,217.23,213.38,214.53,2399837.0,8
627,2021-08-13,214.14,216.82,213.515,215.26,1421455.0,8
628,2021-08-16,212.98,214.6,211.98,213.18,1543381.0,8
629,2021-08-17,211.28,211.77,204.6,206.5,2280923.0,8
630,2021-08-18,206.5,208.07,203.6,203.82,1536738.0,8
631,2021-08-19,200.75,203.42,199.61,203.02,2372224.0,8
632,2021-08-20,202.7,205.23,202.35,205.0,1325109.0,8
633,2021-08-23,206.34,211.31,206.34,210.63,1739300.0,8
634,2021-08-24,212.275,215.06,211.825,214.52,1688089.0,8
635,2021-08-25,216.0,219.08,215.29,217.79,1909335.0,8
636,2021-08-26,217.24,223.38,215.63,222.24,2331314.0,8
637,2021-08-27,222.77,226.88,221.99,226.51,1746227.0,8
638,2021-08-30,227.34,228.72,225.55,227.64,1150568.0,8
639,2021-08-31,222.25,222.25,209.8,215.13,5156665.0,8
640,2021-09-01,215.445,215.86,211.45,211.5,2551875.0,9
641,2021-09-02,212.92,213.225,210.705,211.91,1856214.0,9
642,2021-09-03,213.09,215.38,212.3,212.99,1813864.0,9
643,2021-09-07,213.45,213.49,211.36,212.86,1835237.0,9
644,2021-09-08,211.94,212.74,207.25,208.12,1740924.0,9
645,2021-09-09,209.83,211.914,209.0,210.46,2448040.0,9
646,2021-09-10,212.94,216.5,212.0,212.12,1835643.0,9
647,2021-09-13,214.43,216.26,211.68,214.77,1431862.0,9
648,2021-09-14,216.11,216.3236,211.15,211.48,1424152.0,9
649,2021-09-15,212.67,212.7,209.9672,212.34,1433413.0,9
650,2021-09-16,211.0293,213.71,208.785,213.03,1502921.0,9
651,2021-09-17,211.63,212.19,207.91,209.33,4877768.0,9
652,2021-09-20,204.91,205.0,198.94,202.78,2959538.0,9
653,2021-09-21,204.66,207.77,203.01,206.06,1524286.0,9
654,2021-09-22,207.8052,213.27,207.11,213.08,1734668.0,9
655,2021-09-23,214.15,218.08,213.01,216.35,1430769.0,9
656,2021-09-24,215.01,218.02,214.03,216.67,1096875.0,9
657,2021-09-27,214.2,218.14,212.72,216.69,1069800.0,9
658,2021-09-28,212.65,214.0,205.95,206.19,2201949.0,9
659,2021-09-29,202.91,203.79,197.86,198.75,1976559.0,9
660,2021-09-30,200.57,201.49,195.71,195.87,2384710.0,9
661,2021-10-01,196.33,197.28,191.0,192.89,3381558.0,10
662,2021-10-04,193.71,193.94,187.91,188.95,2551739.0,10
663,2021-10-05,190.69,193.59,188.68,191.63,2246386.0,10
664,2021-10-06,188.67,191.94,188.41,190.9,1847474.0,10
665,2021-10-07,193.51,197.37,193.51,193.85,1514519.0,10
666,2021-10-08,194.51,194.67,189.99,190.31,1414790.0,10
667,2021-10-11,189.34,191.16,185.735,185.94,2144042.0,10
668,2021-10-12,187.15,187.745,182.335,183.19,3021017.0,10
669,2021-10-13,184.42,186.22,182.41,183.1,2767065.0,10
670,2021-10-14,187.0,189.94,186.76,189.1,2682375.0,10
671,2021-10-15,190.39,191.73,189.1,189.81,1772478.0,10
672,2021-10-18,188.21,192.32,187.15,192.26,2028233.0,10
673,2021-10-19,192.83,197.13,191.52,196.95,2100596.0,10
674,2021-10-20,196.56,199.79,194.79,197.52,2100397.0,10
675,2021-10-21,196.3,201.52,196.0,201.25,1688657.0,10
676,2021-10-22,201.58,203.43,199.88,199.93,1829466.0,10
677,2021-10-25,200.66,202.13,199.775,200.29,1390539.0,10
678,2021-10-26,201.08,201.1625,193.77,196.15,2706811.0,10
679,2021-10-27,193.72,195.18,190.84,192.41,2882646.0,10
680,2021-10-28,194.34,200.13,194.14,199.9,1931000.0,10
681,2021-10-29,197.74,201.81,197.215,200.86,1604843.0,10
682,2021-11-01,202.62,206.58,202.01,205.13,3419033.0,11
683,2021-11-02,205.52,208.47,203.18,206.56,2991342.0,11
684,2021-11-03,207.49,217.13,206.72,215.78,3378886.0,11
685,2021-11-04,215.99,219.43,215.0,219.26,2326381.0,11
686,2021-11-05,220.0,224.79,219.945,224.25,2831375.0,11
687,2021-11-08,223.6629,227.5,221.26,223.08,3829726.0,11
688,2021-11-09,223.24,223.38,218.34,221.05,1625224.0,11
689,2021-11-10,218.46,220.185,212.77,214.22,2262185.0,11
690,2021-11-11,223.26,223.34,214.15,219.1,4639660.0,11
691,2021-11-12,219.58,220.54,214.41,217.82,2828996.0,11
692,2021-11-15,221.0,221.0,215.19,215.68,2003327.0,11
693,2021-11-16,215.2,219.97,214.4,219.26,1497233.0,11
694,2021-11-17,219.26,219.26,215.67,217.81,1376544.0,11
695,2021-11-18,218.76,220.67,216.36,220.58,2495127.0,11
696,2021-11-19,220.58,221.81,219.64,221.26,2124255.0,11
697,2021-11-22,222.31,225.6615,219.44,221.87,2846054.0,11
698,2021-11-23,221.41,224.09,215.57,219.12,2070018.0,11
699,2021-11-24,216.6,221.22,214.32,221.03,1631247.0,11
700,2021-11-26,213.12,217.56,210.25,212.45,1776506.0,11
701,2021-11-29,216.75,224.26,215.1,223.94,2412931.0,11
702,2021-11-30,222.7,227.815,218.3,223.36,5141720.0,11
703,2021-12-01,227.34,234.6799,222.71,223.0,3223503.0,12
704,2021-12-02,220.27,225.9,218.18,222.73,1934818.0,12
705,2021-12-03,225.0,228.455,221.56,227.12,2743793.0,12
706,2021-12-06,227.8,228.309,217.43,224.28,2223768.0,12
707,2021-12-07,228.99,239.91,228.0,238.9,2934410.0,12
708,2021-12-08,229.01,229.8,221.09,228.09,3880058.0,12
709,2021-12-09,225.35,228.56,224.75,225.16,1990848.0,12
710,2021-12-10,228.56,228.88,223.03,226.46,1751518.0,12
711,2021-12-13,228.3776,228.3776,220.06,221.79,1966589.0,12
712,2021-12-14,218.91,221.63,216.75,219.99,1687336.0,12
713,2021-12-15,221.34,229.62,218.775,229.38,2565658.0,12
714,2021-12-16,228.84,229.31,217.65,217.95,3223834.0,12
715,2021-12-17,216.235,222.54,214.45,218.71,4671428.0,12
716,2021-12-20,215.49,219.685,214.6101,217.65,1336333.0,12
717,2021-12-21,221.55,224.7,219.05,224.37,1603774.0,12
718,2021-12-22,223.05,226.88,221.71,226.76,1057962.0,12
719,2021-12-23,226.76,229.185,226.26,227.35,920491.0,12
720,2021-12-27,228.65,232.85,227.6,232.78,1235993.0,12
721,2021-12-28,233.81,234.42,228.58,231.02,1362273.0,12
722,2021-12-29,230.39,233.37,229.9,230.52,1111278.0,12
723,2021-12-30,230.53,232.6,228.3,228.6,886359.0,12
724,2021-12-31,229.15,231.5,227.35,227.78,1023020.0,12
725,2022-01-03,228.39,233.37,228.07,231.22,1519604.0,1
726,2022-01-04,232.41,234.9,225.455,232.87,1964983.0,1
727,2022-01-05,231.75,234.28,224.26,224.57,1963533.0,1
728,2022-01-06,225.5,228.76,224.11,226.96,1957799.0,1
729,2022-01-07,228.0,229.99,219.88,221.33,1760182.0,1
730,2022-01-10,220.05,222.14,214.7,221.83,1926494.0,1
731,2022-01-11,222.67,227.75,220.755,227.54,1755379.0,1
732,2022-01-12,229.06,231.4,225.86,229.02,1262999.0,1
733,2022-01-13,231.99,232.36,220.6,221.86,2910990.0,1
734,2022-01-14,218.71,225.39,218.07,225.29,1722896.0,1
735,2022-01-18,220.0,221.165,216.7425,217.42,2349413.0,1
736,2022-01-19,217.94,220.45,210.78,210.95,1888253.0,1
737,2022-01-20,208.0,211.77,199.41,199.61,2885044.0,1
738,2022-01-21,197.33,207.73,196.8,199.95,3812039.0,1
739,2022-01-24,195.83,203.47,188.07,203.07,3735096.0,1
740,2022-01-25,197.2,199.875,193.39,194.77,3855581.0,1
741,2022-01-26,200.45,205.25,193.54,196.96,3470576.0,1
742,2022-01-27,200.8738,201.02,186.39,187.96,3786899.0,1
743,2022-01-28,186.48,189.53,180.12,189.45,4949076.0,1
744,2022-01-31,190.39,205.9,190.0,205.44,5675258.0,1
745,2022-02-01,208.99,210.99,200.01,208.2,4066217.0,2
746,2022-02-02,209.63,211.8336,205.6849,210.35,2863864.0,2
747,2022-02-03,206.72,208.7999,197.8,198.34,4263591.0,2
748,2022-02-04,196.97,200.11,190.79,198.12,3205417.0,2
749,2022-02-07,198.4,201.91,196.06,196.92,2169490.0,2
750,2022-02-08,197.29,203.32,196.085,202.53,2306046.0,2
751,2022-02-09,205.49,210.0,200.5,209.76,3113012.0,2
752,2022-02-10,204.36,209.62,198.13,199.05,2466782.0,2
753,2022-02-11,200.01,200.97,185.18,186.74,3738556.0,2
754,2022-02-14,187.84,191.67,183.97,185.88,2036609.0,2
755,2022-02-15,190.5,196.9,189.21,196.62,2810008.0,2
756,2022-02-16,195.45,200.64,193.0,199.66,1969413.0,2
757,2022-02-17,196.4,197.45,187.39,187.61,2763054.0,2
758,2022-02-18,188.77,190.14,185.19,187.09,2691821.0,2
759,2022-02-22,185.18,191.605,183.91,187.24,2361659.0,2
760,2022-02-23,190.48,194.6,185.03,185.15,2612345.0,2
761,2022-02-24,179.12,191.73,178.305,191.42,3208633.0,2
762,2022-02-25,190.49,194.32,185.58,194.2,2058741.0,2
763,2022-02-28,191.43,192.73,186.73,190.12,2741126.0,2
764,2022-03-01,189.61,189.985,179.23,181.18,2997848.0,3
765,2022-03-02,183.02,190.47,182.63,188.35,3191781.0,3
766,2022-03-03,189.42,189.92,184.05,184.7,2591638.0,3
767,2022-03-04,182.48,183.23,174.1612,176.45,3190789.0,3
768,2022-03-07,177.785,179.1,169.55,169.72,2992458.0,3
769,2022-03-08,170.62,185.44,168.74,176.9,4006618.0,3
770,2022-03-09,183.0,186.27,182.2,183.35,3108923.0,3
771,2022-03-10,179.24,181.32,175.82,180.5,1899207.0,3
772,2022-03-11,183.98,185.27,178.16,178.56,2159407.0,3
773,2022-03-14,178.38,179.64,170.22,171.71,2515948.0,3
774,2022-03-15,172.86,179.03,172.71,178.44,2183095.0,3
775,2022-03-16,181.37,188.42,178.18,188.32,2846085.0,3
776,2022-03-17,187.03,190.32,185.14,189.77,1488967.0,3
777,2022-03-18,187.51,192.85,184.68,192.42,3132082.0,3
778,2022-03-21,190.87,193.23,186.53,190.51,1895251.0,3
779,2022-03-22,189.95,192.19,187.51,187.75,2797117.0,3
780,2022-03-23,185.05,188.54,183.44,183.59,1865360.0,3
781,2022-03-24,188.2,191.38,184.25,191.08,2320544.0,3
782,2022-03-25,191.58,191.84,186.4,190.46,1768614.0,3
783,2022-03-28,188.38,190.11,183.99,189.42,2490428.0,3
784,2022-03-29,193.38,196.352,190.72,194.74,2083094.0,3
785,2022-03-30,192.76,194.39,186.2301,187.33,1922403.0,3
786,2022-03-31,188.45,189.28,184.76,185.08,2627237.0,3
787,2022-04-01,187.12,187.12,179.15,182.02,2417287.0,4
788,2022-04-04,181.72,184.75,180.68,182.61,1844316.0,4
789,2022-04-05,180.4,181.18,172.78,175.07,4235069.0,4
790,2022-04-06,170.845,177.25,169.78,174.02,3754899.0,4
791,2022-04-07,172.51,175.56,169.44,172.92,2016251.0,4
792,2022-04-08,170.52,170.72,165.26,167.5,5746516.0,4
793,2022-04-11,165.43,168.1568,164.75,165.52,3346946.0,4
794,2022-04-12,169.83,170.47,165.08,166.23,3138920.0,4
795,2022-04-13,167.51,171.355,165.63,171.03,2922829.0,4
796,2022-04-14,171.26,172.51,168.79,170.0,2698294.0,4
797,2022-04-18,169.7,176.73,169.15,173.25,2138362.0,4
798,2022-04-19,170.225,179.28,170.225,178.65,2979308.0,4
799,2022-04-20,180.67,185.28,178.37,178.79,2685040.0,4
800,2022-04-21,181.26,183.22,174.36,174.85,2346331.0,4
801,2022-04-22,174.76,175.33,170.015,170.75,2165393.0,4
802,2022-04-25,169.96,173.5,169.01,172.84,2781896.0,4
803,2022-04-26,169.98,170.96,167.36,167.75,3369815.0,4
804,2022-04-27,166.645,172.41,165.67,170.76,3341974.0,4
805,2022-04-28,172.06,179.43,170.31,177.25,3107041.0,4
806,2022-04-29,174.47,178.11,170.64,170.9,2892924.0,4
807,2022-05-02,172.26,177.62,170.255,177.0,2776166.0,5
808,2022-05-03,173.76,179.35,171.975,178.07,3271720.0,5
809,2022-05-04,180.66,186.02,173.6,185.92,3180752.0,5
810,2022-05-05,180.64,182.42,175.78,178.37,3974007.0,5
811,2022-05-06,177.0,182.27,173.73,177.58,2457386.0,5
812,2022-05-09,174.93,176.79,171.85,172.9,3700082.0,5
813,2022-05-10,178.03,181.7899,172.62,178.44,3438552.0,5
814,2022-05-11,175.93,178.61,170.55,170.87,3660038.0,5
815,2022-05-12,169.91,175.08,168.7,173.66,2557011.0,5
816,2022-05-13,176.9,183.1,175.61,181.99,2878007.0,5
817,2022-05-16,180.05,181.15,176.49,176.99,1949982.0,5
818,2022-05-17,182.04,185.87,181.13,185.64,2909627.0,5
819,2022-05-18,182.5784,185.31,174.44,175.39,2654341.0,5
820,2022-05-19,175.07,179.99,173.495,175.79,1672858.0,5
821,2022-05-20,178.75,180.55,173.725,180.11,2744256.0,5
822,2022-05-23,180.44,182.06,176.74,180.69,1891669.0,5
823,2022-05-24,178.11,180.445,175.615,179.12,2200475.0,5
824,2022-05-25,176.88,185.59,176.63,184.63,2294109.0,5
825,2022-05-26,184.93,193.45,183.9,192.63,2883449.0,5
826,2022-05-27,194.07,198.28,194.07,195.93,3266403.0,5
827,2022-05-31,194.98,195.5,188.31,189.76,5124631.0,5
828,2022-06-01,191.08,191.19,181.92,184.57,2552850.0,6
829,2022-06-02,184.77,187.97,183.35,187.94,2443203.0,6
830,2022-06-03,184.84,185.14,181.26,182.37,2310959.0,6
831,2022-06-06,183.99,184.5579,177.125,180.01,3169105.0,6
832,2022-06-07,178.31,182.48,176.1,181.83,2372787.0,6
833,2022-06-08,181.47,181.595,175.56,177.07,2409901.0,6
834,2022-06-09,176.53,194.71,176.38,184.22,10137529.0,6
835,2022-06-10,179.73,182.97,178.07,178.57,3614627.0,6
836,2022-06-13,173.52,176.92,167.77,168.52,3899423.0,6
837,2022-06-14,168.65,171.11,166.22,168.29,1892444.0,6
838,2022-06-15,170.71,172.155,165.1,168.94,2355609.0,6
839,2022-06-16,164.16,164.75,156.1,158.32,3994223.0,6
840,2022-06-17,159.37,160.7,156.55,157.83,4907509.0,6
841,2022-06-21,162.1,162.56,158.32,159.09,2655406.0,6
842,2022-06-22,156.05,159.71,155.72,156.95,2604261.0,6
843,2022-06-23,157.87,157.9399,151.315,153.51,3186075.0,6
